date,buy_date,model,K,stock,rank_after_filter,y_pred_model,y_pred_real,y_pred_zero,y_true,close_ret,ret_gross,buy_cost,sell_cost,ret_net
2025-01-02,2024-12-31,ZeroGraph,5,603959.SH,1,1.811766266822815,1.0941519737243652,1.811766266822815,4.932735443115234,0.0494117647058823,0.04932735443115235,0.0001,0.0011,0.04812735443115235
2025-01-02,2024-12-31,ZeroGraph,5,600167.SH,2,0.066610611975193,0.0960951298475265,0.066610611975193,0.0,-0.0171232876712328,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-02,2024-12-31,ZeroGraph,5,605138.SH,3,0.0616154298186302,0.0708807036280632,0.0616154298186302,0.0,-0.0143112701252236,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-02,2024-12-31,ZeroGraph,5,001256.SZ,4,0.0566269606351852,0.0412702932953834,0.0566269606351852,0.0,-0.0191950464396284,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-02,2024-12-31,ZeroGraph,5,002691.SZ,5,0.055547297000885,0.070800594985485,0.055547297000885,0.197628453373909,-0.0268714011516314,0.00197628453373909,0.0001,0.0011,0.0007762845337390897
2025-01-03,2025-01-02,ZeroGraph,5,603959.SH,1,5.519803524017334,4.063520431518555,5.519803524017334,4.914529800415039,0.0493273542600896,0.04914529800415039,0.0001,0.0011,0.04794529800415039
2025-01-03,2025-01-02,ZeroGraph,5,603700.SH,2,0.0612756758928298,0.074168175458908,0.0612756758928298,0.6103764176368713,-0.0159840159840159,0.006103764176368713,0.0001,0.0011,0.004903764176368713
2025-01-03,2025-01-02,ZeroGraph,5,600167.SH,3,0.0564152598381042,0.0617644861340522,0.0564152598381042,0.0,-0.0157068062827226,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-03,2025-01-02,ZeroGraph,5,603303.SH,4,0.055746205151081,0.0705393701791763,0.055746205151081,-0.0861326456069946,-0.0152931180968563,-0.0008613264560699461,0.0001,0.0011,-0.002061326456069946
2025-01-03,2025-01-02,ZeroGraph,5,603181.SH,5,0.0548843964934349,0.0908117741346359,0.0548843964934349,0.4424778819084167,-0.02081526452732,0.004424778819084167,0.0001,0.0011,0.0032247788190841666
2025-01-06,2025-01-03,ZeroGraph,5,603959.SH,1,5.478883266448975,4.779519081115723,5.478883266448975,5.091649532318115,0.0491452991452992,0.050916495323181155,0.0001,0.0011,0.049716495323181155
2025-01-06,2025-01-03,ZeroGraph,5,603303.SH,2,0.0958060324192047,0.0915208309888839,0.0958060324192047,-0.1762114465236663,-0.0155038759689922,-0.001762114465236663,0.0001,0.0011,-0.002962114465236663
2025-01-06,2025-01-03,ZeroGraph,5,603515.SH,3,0.077228732407093,0.1286702305078506,0.077228732407093,1.1131725311279297,-0.0079316656497863,0.011131725311279296,0.0001,0.0011,0.009931725311279296
2025-01-06,2025-01-03,ZeroGraph,5,603788.SH,4,0.0767767950892448,0.0792868137359619,0.0767767950892448,-0.3091190159320831,-0.0282738095238094,-0.0030911901593208306,0.0001,0.0011,-0.004291190159320831
2025-01-06,2025-01-03,ZeroGraph,5,600167.SH,5,0.0598323866724967,0.0935349613428115,0.0598323866724967,-0.3649635016918182,-0.0071556350626118,-0.0036496350169181817,0.0001,0.0011,-0.004849635016918182
2025-01-07,2025-01-06,ZeroGraph,5,603959.SH,1,5.696094512939453,4.938531875610352,5.696094512939453,5.038759708404541,0.0509164969450101,0.05038759708404541,0.0001,0.0011,0.04918759708404541
2025-01-07,2025-01-06,ZeroGraph,5,002951.SZ,2,0.3901252448558807,0.615191638469696,0.3901252448558807,4.499274253845215,0.0503048780487805,0.044992742538452146,0.0001,0.0011,0.04379274253845215
2025-01-07,2025-01-06,ZeroGraph,5,603303.SH,3,0.1122797057032585,0.1386593133211136,0.1122797057032585,-0.0883392244577407,-0.0114537444933919,-0.000883392244577407,0.0001,0.0011,-0.0020833922445774073
2025-01-07,2025-01-06,ZeroGraph,5,603926.SH,4,0.0758863314986229,0.155629351735115,0.0758863314986229,0.3584229350090027,-0.0059665871121719,0.003584229350090027,0.0001,0.0011,0.0023842293500900267
2025-01-07,2025-01-06,ZeroGraph,5,600167.SH,5,0.0646726191043853,0.0905598104000091,0.0646726191043853,0.1831501871347427,-0.0054744525547445,0.001831501871347427,0.0001,0.0011,0.000631501871347427
2025-01-08,2025-01-07,ZeroGraph,5,001267.SZ,1,0.3924968838691711,0.4132456183433532,0.3924968838691711,-1.3732833862304688,0.0837837837837836,-0.013732833862304688,0.0001,0.0011,-0.014932833862304687
2025-01-08,2025-01-07,ZeroGraph,5,000010.SZ,2,0.2611430287361145,0.3694692850112915,0.2611430287361145,0.6896551847457886,0.0757575757575756,0.006896551847457886,0.0001,0.0011,0.005696551847457886
2025-01-08,2025-01-07,ZeroGraph,5,603926.SH,3,0.162589818239212,0.1886848360300064,0.162589818239212,-0.1169590651988983,0.020310633213859,-0.001169590651988983,0.0001,0.0011,-0.002369590651988983
2025-01-08,2025-01-07,ZeroGraph,5,603303.SH,4,0.1306057721376419,0.1577516049146652,0.1306057721376419,-0.5286343693733215,0.0017667844522967,-0.005286343693733216,0.0001,0.0011,-0.006486343693733215
2025-01-08,2025-01-07,ZeroGraph,5,605055.SH,5,0.0740491077303886,0.1422895789146423,0.0740491077303886,-0.4219409227371216,0.0106837606837608,-0.004219409227371216,0.0001,0.0011,-0.005419409227371216
2025-01-09,2025-01-08,ZeroGraph,5,002124.SZ,1,0.9128012657165528,1.4061102867126465,0.9128012657165528,2.0979020595550537,0.051470588235294,0.020979020595550537,0.0001,0.0011,0.019779020595550537
2025-01-09,2025-01-08,ZeroGraph,5,603926.SH,2,0.1611266732215881,0.1285847574472427,0.1611266732215881,-0.3500583469867706,-0.001169590643275,-0.0035005834698677058,0.0001,0.0011,-0.004700583469867706
2025-01-09,2025-01-08,ZeroGraph,5,603303.SH,3,0.1364428997039795,0.1271796375513076,0.1364428997039795,-0.4413062632083893,-0.0026431718061673,-0.004413062632083893,0.0001,0.0011,-0.005613062632083892
2025-01-09,2025-01-08,ZeroGraph,5,605055.SH,4,0.0990981683135032,0.1027812138199806,0.0990981683135032,-0.8421052694320679,-0.0021097046413501,-0.008421052694320679,0.0001,0.0011,-0.009621052694320679
2025-01-09,2025-01-08,ZeroGraph,5,001333.SZ,5,0.0673635303974151,0.0675438493490219,0.0673635303974151,-0.3554502427577972,-0.0023654642223535,-0.003554502427577972,0.0001,0.0011,-0.004754502427577972
2025-01-10,2025-01-09,ZeroGraph,5,002309.SZ,1,4.185596466064453,3.379598617553711,4.185596466064453,5.078125,0.0491803278688525,0.05078125,0.0001,0.0011,0.04958125
2025-01-10,2025-01-09,ZeroGraph,5,603926.SH,2,0.0966074541211128,0.0784053951501846,0.0966074541211128,-0.9227220416069032,0.0081680280046674,-0.009227220416069031,0.0001,0.0011,-0.01042722041606903
2025-01-10,2025-01-09,ZeroGraph,5,603700.SH,3,0.093500480055809,0.1046744585037231,0.093500480055809,0.4210526347160339,-0.005213764337852,0.004210526347160339,0.0001,0.0011,0.0030105263471603386
2025-01-10,2025-01-09,ZeroGraph,5,603676.SH,4,0.0785998404026031,0.1038410514593124,0.0785998404026031,-0.2057613134384155,0.0113989637305698,-0.002057613134384155,0.0001,0.0011,-0.003257613134384155
2025-01-10,2025-01-09,ZeroGraph,5,603065.SH,5,0.0729751512408256,0.0948833227157592,0.0729751512408256,-0.139860138297081,0.0070224719101123,-0.00139860138297081,0.0001,0.0011,-0.0025986013829708103
2025-01-13,2025-01-10,ZeroGraph,5,002309.SZ,1,5.895449161529541,4.809050559997559,5.895449161529541,4.832713603973389,0.0507812499999999,0.04832713603973389,0.0001,0.0011,0.04712713603973389
2025-01-13,2025-01-10,ZeroGraph,5,603515.SH,2,0.0870721712708473,0.0940178781747818,0.0870721712708473,-0.5586591958999634,-0.0145896656534953,-0.005586591958999634,0.0001,0.0011,-0.006786591958999635
2025-01-13,2025-01-10,ZeroGraph,5,605189.SH,3,0.0752363130450248,0.0566627085208892,0.0752363130450248,-0.6849315166473389,-0.0142977291841883,-0.006849315166473389,0.0001,0.0011,-0.008049315166473388
2025-01-13,2025-01-10,ZeroGraph,5,603609.SH,4,0.0666843131184578,0.0838706046342849,0.0666843131184578,-0.3846153914928436,-0.005089058524173,-0.0038461539149284357,0.0001,0.0011,-0.005046153914928436
2025-01-13,2025-01-10,ZeroGraph,5,600819.SH,5,0.0655494406819343,0.0397879555821418,0.0655494406819343,-0.787401556968689,-0.0209923664122138,-0.00787401556968689,0.0001,0.0011,-0.00907401556968689
2025-01-14,2025-01-13,ZeroGraph,5,002309.SZ,1,5.011184215545654,4.769847869873047,5.011184215545654,4.964539051055908,0.0483271375464683,0.04964539051055908,0.0001,0.0011,0.04844539051055908
2025-01-14,2025-01-13,ZeroGraph,5,001368.SZ,2,0.1240311786532402,0.3091698884963989,0.1240311786532402,-1.4222657680511477,0.0659630606860158,-0.014222657680511477,0.0001,0.0011,-0.015422657680511476
2025-01-14,2025-01-13,ZeroGraph,5,603303.SH,3,0.1012404933571815,0.1519939303398132,0.1012404933571815,0.0,-0.0213523131672598,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-14,2025-01-13,ZeroGraph,5,603676.SH,4,0.1005876436829567,0.1815869361162185,0.1005876436829567,0.535905659198761,-0.0127523910733263,0.00535905659198761,0.0001,0.0011,0.0041590565919876095
2025-01-14,2025-01-13,ZeroGraph,5,605138.SH,5,0.0925501957535743,0.1720027178525924,0.0925501957535743,0.5714285969734192,0.0174757281553397,0.005714285969734192,0.0001,0.0011,0.004514285969734192
2025-01-15,2025-01-14,ZeroGraph,5,002950.SZ,1,1.2750457525253296,1.4055507183074951,1.2750457525253296,-0.9635974168777466,0.0546075085324232,-0.009635974168777466,0.0001,0.0011,-0.010835974168777466
2025-01-15,2025-01-14,ZeroGraph,5,603280.SH,2,1.2125955820083618,1.4805175065994265,1.2125955820083618,0.0,0.088,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-15,2025-01-14,ZeroGraph,5,002310.SZ,3,0.992305874824524,1.6575171947479248,0.992305874824524,4.166666507720947,0.0491803278688523,0.041666665077209473,0.0001,0.0011,0.040466665077209474
2025-01-15,2025-01-14,ZeroGraph,5,000157.SZ,4,0.5351517200469971,0.3553352952003479,0.5351517200469971,-0.4237288236618042,0.0695915279878971,-0.004237288236618042,0.0001,0.0011,-0.005437288236618041
2025-01-15,2025-01-14,ZeroGraph,5,002221.SZ,5,0.5156177282333374,0.4249383211135864,0.5156177282333374,2.961500406265259,0.081283422459893,0.02961500406265259,0.0001,0.0011,0.02841500406265259
2025-01-16,2025-01-15,ZeroGraph,5,605138.SH,1,0.1897306591272354,0.1360059529542923,0.1897306591272354,0.3669724762439728,0.0111317254174397,0.0036697247624397277,0.0001,0.0011,0.0024697247624397276
2025-01-16,2025-01-15,ZeroGraph,5,002951.SZ,2,0.0962070152163505,0.1444357484579086,0.0962070152163505,0.1508295685052871,-0.0044910179640717,0.001508295685052871,0.0001,0.0011,0.00030829568505287086
2025-01-16,2025-01-15,ZeroGraph,5,002136.SZ,3,0.0887972041964531,0.0822725668549537,0.0887972041964531,0.5285412073135376,-0.0125654450261781,0.005285412073135376,0.0001,0.0011,0.004085412073135376
2025-01-16,2025-01-15,ZeroGraph,5,603797.SH,4,0.0835940018296241,0.0828507095575332,0.0835940018296241,0.0,0.0,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-16,2025-01-15,ZeroGraph,5,600167.SH,5,0.0772429481148719,0.0940033197402954,0.0772429481148719,0.371747225522995,-0.0018552875695732,0.00371747225522995,0.0001,0.0011,0.00251747225522995
2025-01-17,2025-01-16,ZeroGraph,5,002490.SZ,1,0.7236567735671997,0.6058290004730225,0.7236567735671997,0.3105590045452118,0.0488599348534203,0.003105590045452118,0.0001,0.0011,0.0019055900454521177
2025-01-17,2025-01-16,ZeroGraph,5,600876.SH,2,0.1931020319461822,0.0723426342010498,0.1931020319461822,-0.7567567825317383,0.0242024202420242,-0.007567567825317383,0.0001,0.0011,-0.008767567825317383
2025-01-17,2025-01-16,ZeroGraph,5,002951.SZ,3,0.1670195758342743,0.1456003785133361,0.1670195758342743,0.0,0.033182503770739,0.0,0.0001,0.0011,-0.0012000000000000001
2025-01-17,2025-01-16,ZeroGraph,5,603676.SH,4,0.1186475232243537,0.1293970793485641,0.1186475232243537,0.7268950939178467,-0.0051599587203301,0.0072689509391784665,0.0001,0.0011,0.006068950939178466
2025-01-17,2025-01-16,ZeroGraph,5,000603.SZ,5,0.0936611667275428,0.0587515830993652,0.0936611667275428,-1.6105417013168335,0.0694554064719811,-0.016105417013168335,0.0001,0.0011,-0.017305417013168335
2025-01-20,2025-01-17,ZeroGraph,5,603926.SH,1,0.2006916552782058,0.1225224584341049,0.2006916552782058,-0.1092896163463592,0.0199778024417313,-0.001092896163463592,0.0001,0.0011,-0.002292896163463592
2025-01-20,2025-01-17,ZeroGraph,5,603609.SH,2,0.1259430646896362,0.1432678401470184,0.1259430646896362,0.2453987747430801,0.0200752823086575,0.002453987747430801,0.0001,0.0011,0.001253987747430801
2025-01-20,2025-01-17,ZeroGraph,5,002951.SZ,3,0.1160754337906837,0.1026981025934219,0.1160754337906837,1.4534883499145508,0.0088105726872247,0.014534883499145508,0.0001,0.0011,0.013334883499145508
