date,buy_date,model,K,n_hold,gross_ret,net_ret,buy_cost,sell_cost,roundtrip_cost,is_trade_day,equity
2025-01-02,2024-12-31,RealGraph,5,5,0.01445825853943825,0.01325825853943825,0.0001,0.0011,0.0012000000000000001,1,1.0132582585394383
2025-01-03,2025-01-02,RealGraph,5,5,0.012862027704715728,0.011662027704715729,0.0001,0.0011,0.0012000000000000001,1,1.025074904422557
2025-01-06,2025-01-03,RealGraph,5,5,0.017124395728111266,0.015924395728111267,0.0001,0.0011,0.0012000000000000001,1,1.0413986028515376
2025-01-07,2025-01-06,RealGraph,5,5,0.022917913794517516,0.021717913794517516,0.0001,0.0011,0.0012000000000000001,1,1.0640156079339984
2025-01-08,2025-01-07,RealGraph,5,5,-0.003502325117588043,-0.004702325117588044,0.0001,0.0011,0.0012000000000000001,1,1.0590122606153047
2025-01-09,2025-01-08,RealGraph,5,5,0.000928864359855652,-0.00027113564014434816,0.0001,0.0011,0.0012000000000000001,1,1.058725124648102
2025-01-10,2025-01-09,RealGraph,5,5,0.01095227363705635,0.009752273637056351,0.0001,0.0011,0.0012000000000000001,1,1.0690501017700969
2025-01-13,2025-01-10,RealGraph,5,5,0.004332225382328034,0.003132225382328034,0.0001,0.0011,0.0012000000000000001,1,1.0723986076338414
2025-01-14,2025-01-13,RealGraph,5,5,0.013509741544723512,0.012309741544723512,0.0001,0.0011,0.0012000000000000001,1,1.0855995573267354
2025-01-15,2025-01-14,RealGraph,5,5,0.002733350276947022,0.001533350276947022,0.0001,0.0011,0.0012000000000000001,1,1.0872641617086158
2025-01-16,2025-01-15,RealGraph,5,5,0.0025270417034626005,0.0013270417034626004,0.0001,0.0011,0.0012000000000000001,1,1.0887070065938833
2025-01-17,2025-01-16,RealGraph,5,5,0.0017758184671401976,0.0005758184671401975,0.0001,0.0011,0.0012000000000000001,1,1.089333904193585
2025-01-20,2025-01-17,RealGraph,5,5,0.003525004506111145,0.002325004506111145,0.0001,0.0011,0.0012000000000000001,1,1.0918666104294947
2025-01-21,2025-01-20,RealGraph,5,5,0.0021817516684532164,0.0009817516684532163,0.0001,0.0011,0.0012000000000000001,1,1.0929385522960122
2025-01-22,2025-01-21,RealGraph,5,5,-0.0015906854569911956,-0.002790685456991196,0.0001,0.0011,0.0012000000000000001,1,1.0898885045727347
2025-01-23,2025-01-22,RealGraph,5,5,0.011692324846982956,0.010492324846982957,0.0001,0.0011,0.0012000000000000001,1,1.1013239688097043
2025-01-24,2025-01-23,RealGraph,5,5,0.008899618417024613,0.007699618417024613,0.0001,0.0011,0.0012000000000000001,1,1.109803743123062
2025-01-27,2025-01-24,RealGraph,5,5,-0.009842656612396241,-0.011042656612396241,0.0001,0.0011,0.0012000000000000001,1,1.0975485614806022
2025-02-05,2025-01-27,RealGraph,5,5,0.006749138861894606,0.005549138861894606,0.0001,0.0011,0.0012000000000000001,1,1.1036390108559309
2025-02-06,2025-02-05,RealGraph,5,5,0.009374990165233613,0.008174990165233613,0.0001,0.0011,0.0012000000000000001,1,1.1126612489156464
2025-02-07,2025-02-06,RealGraph,5,5,0.0116849547624588,0.0104849547624588,0.0001,0.0011,0.0012000000000000001,1,1.1243274517764679
2025-02-10,2025-02-07,RealGraph,5,5,0.0019892359822988514,0.0007892359822988513,0.0001,0.0011,0.0012000000000000001,1,1.1252148114572962
2025-02-11,2025-02-10,RealGraph,5,5,0.01167672711610794,0.010476727116107941,0.0001,0.0011,0.0012000000000000001,1,1.1370033799839372
2025-02-12,2025-02-11,RealGraph,5,5,-0.0024557057023048396,-0.0036557057023048397,0.0001,0.0011,0.0012000000000000001,1,1.13284683024419
2025-02-13,2025-02-12,RealGraph,5,5,0.0036870348453521733,0.002487034845352173,0.0001,0.0011,0.0012000000000000001,1,1.135664259785454
2025-02-14,2025-02-13,RealGraph,5,5,0.006248360425233841,0.005048360425233841,0.0001,0.0011,0.0012000000000000001,1,1.1413975022909073
2025-02-17,2025-02-14,RealGraph,5,5,0.03425024485588074,0.03305024485588074,0.0001,0.0011,0.0012000000000000001,1,1.1791209692195124
2025-02-18,2025-02-17,RealGraph,5,5,0.013776085034012795,0.012576085034012795,0.0001,0.0011,0.0012000000000000001,1,1.1939496947938046
2025-02-19,2025-02-18,RealGraph,5,5,0.0010053508877754208,-0.00019464911222457932,0.0001,0.0011,0.0012000000000000001,1,1.1937172935456724
2025-02-20,2025-02-19,RealGraph,5,5,0.021683614850044247,0.020483614850044247,0.0001,0.0011,0.0012000000000000001,1,1.2181689388264991
2025-02-21,2025-02-20,RealGraph,5,5,0.006155877590179443,0.004955877590179443,0.0001,0.0011,0.0012000000000000001,1,1.224206034971482
2025-02-24,2025-02-21,RealGraph,5,5,0.013796710997819903,0.012596710997819904,0.0001,0.0011,0.0012000000000000001,1,1.2396270045958049
2025-02-25,2025-02-24,RealGraph,5,5,-0.00898021999001503,-0.010180219990015029,0.0001,0.0011,0.0012000000000000001,1,1.2270073289834562
2025-02-26,2025-02-25,RealGraph,5,5,0.004903056174516677,0.0037030561745166773,0.0001,0.0011,0.0012000000000000001,1,1.2315510060492256
2025-02-27,2025-02-26,RealGraph,5,5,0.006066463112831116,0.004866463112831116,0.0001,0.0011,0.0012000000000000001,1,1.2375443035917342
2025-02-28,2025-02-27,RealGraph,5,5,0.025368561267852786,0.024168561267852787,0.0001,0.0011,0.0012000000000000001,1,1.2674539689147732
2025-03-03,2025-02-28,RealGraph,5,5,0.005768335551023483,0.0045683355510234835,0.0001,0.0011,0.0012000000000000001,1,1.2732441239402525
2025-03-04,2025-03-03,RealGraph,5,5,-0.0030990030169487,-0.0042990030169487,0.0001,0.0011,0.0012000000000000001,1,1.2677704436101211
2025-03-05,2025-03-04,RealGraph,5,5,-0.004063909858465194,-0.005263909858465194,0.0001,0.0011,0.0012000000000000001,1,1.261097014273731
2025-03-06,2025-03-05,RealGraph,5,5,0.01759675979614258,0.01639675979614258,0.0001,0.0011,0.0012000000000000001,1,1.2817749190964098
2025-03-07,2025-03-06,RealGraph,5,5,0.02075386470556259,0.01955386470556259,0.0001,0.0011,0.0012000000000000001,1,1.3068385724474045
2025-03-10,2025-03-07,RealGraph,5,5,0.011456714987754824,0.010256714987754824,0.0001,0.0011,0.0012000000000000001,1,1.320242443220002
2025-03-11,2025-03-10,RealGraph,5,5,-0.005387357234954834,-0.006587357234954834,0.0001,0.0011,0.0012000000000000001,1,1.3115455346097622
2025-03-12,2025-03-11,RealGraph,5,5,0.008915434062480927,0.007715434062480927,0.0001,0.0011,0.0012000000000000001,1,1.3216646777019851
2025-03-13,2025-03-12,RealGraph,5,5,0.021888363838195802,0.020688363838195802,0.0001,0.0011,0.0012000000000000001,1,1.3490077574263757
2025-03-14,2025-03-13,RealGraph,5,5,0.031397681653499605,0.030197681653499606,0.0001,0.0011,0.0012000000000000001,1,1.389744664233239
2025-03-17,2025-03-14,RealGraph,5,5,0.036699892282485956,0.035499892282485956,0.0001,0.0011,0.0012000000000000001,1,1.4390804501136785
2025-03-18,2025-03-17,RealGraph,5,5,0.0018824602961540222,0.0006824602961540221,0.0001,0.0011,0.0012000000000000001,1,1.4400625653838524
2025-03-19,2025-03-18,RealGraph,5,5,0.01453663229942322,0.01333663229942322,0.0001,0.0011,0.0012000000000000001,1,1.459268150306541
2025-03-20,2025-03-19,RealGraph,5,5,0.028920640408992764,0.027720640408992765,0.0001,0.0011,0.0012000000000000001,1,1.4997199979614846
2025-03-21,2025-03-20,RealGraph,5,5,0.008790707945823668,0.007590707945823668,0.0001,0.0011,0.0012000000000000001,1,1.5111039344665216
2025-03-24,2025-03-21,RealGraph,5,5,0.002433166533708572,0.001233166533708572,0.0001,0.0011,0.0012000000000000001,1,1.5129673772674612
2025-03-25,2025-03-24,RealGraph,5,5,0.011202715694904327,0.010002715694904327,0.0001,0.0011,0.0012000000000000001,1,1.5281011597979326
2025-03-26,2025-03-25,RealGraph,5,5,0.01767483413219452,0.01647483413219452,0.0001,0.0011,0.0012000000000000001,1,1.5532763729428176
2025-03-27,2025-03-26,RealGraph,5,5,0.016429862976074218,0.015229862976074218,0.0001,0.0011,0.0012000000000000001,1,1.5769325592667105
2025-03-28,2025-03-27,RealGraph,5,5,-0.0025924325883388516,-0.0037924325883388517,0.0001,0.0011,0.0012000000000000001,1,1.5709521488393348
2025-03-31,2025-03-28,RealGraph,5,5,-0.0010855261683464052,-0.0022855261683464054,0.0001,0.0011,0.0012000000000000001,1,1.5673616965939423
2025-04-01,2025-03-31,RealGraph,5,5,0.0011649601906538014,-3.503980934619873e-05,0.0001,0.0011,0.0012000000000000001,1,1.5673067765389173
2025-04-02,2025-04-01,RealGraph,5,5,-0.0012028307914733892,-0.0024028307914733893,0.0001,0.0011,0.0012000000000000001,1,1.5635408035565646
2025-04-03,2025-04-02,RealGraph,5,5,-0.006090346038341523,-0.007290346038341522,0.0001,0.0011,0.0012000000000000001,1,1.5521420500535705
2025-04-07,2025-04-03,RealGraph,5,5,-0.029620020359754563,-0.030820020359754563,0.0001,0.0011,0.0012000000000000001,1,1.5043050004696883
2025-04-08,2025-04-07,RealGraph,5,5,0.0006205486655235291,-0.000579451334476471,0.0001,0.0011,0.0012000000000000001,1,1.5034333289297066
2025-04-09,2025-04-08,RealGraph,5,5,0.005637080997228622,0.004437080997228622,0.0001,0.0011,0.0012000000000000001,1,1.510104184384101
2025-04-10,2025-04-09,RealGraph,5,5,0.006556888103485108,0.005356888103485108,0.0001,0.0011,0.0012000000000000001,1,1.5181936435244512
2025-04-11,2025-04-10,RealGraph,5,5,0.012077351480722429,0.01087735148072243,0.0001,0.0011,0.0012000000000000001,1,1.5347075694008652
2025-04-14,2025-04-11,RealGraph,5,5,0.01122100804746151,0.01002100804746151,0.0001,0.0011,0.0012000000000000001,1,1.5500868863043311
2025-04-15,2025-04-14,RealGraph,5,5,0.018194086730480195,0.016994086730480196,0.0001,0.0011,0.0012000000000000001,1,1.5764291972899667
2025-04-16,2025-04-15,RealGraph,5,5,0.010468307733535766,0.009268307733535767,0.0001,0.0011,0.0012000000000000001,1,1.591040028210581
2025-04-17,2025-04-16,RealGraph,5,5,0.0020490868389606474,0.0008490868389606472,0.0001,0.0011,0.0012000000000000001,1,1.5923909593587942
2025-04-18,2025-04-17,RealGraph,5,5,-0.007035171926021577,-0.008235171926021577,0.0001,0.0011,0.0012000000000000001,1,1.5792773460350322
2025-04-21,2025-04-18,RealGraph,5,5,-0.007522230982780455,-0.008722230982780455,0.0001,0.0011,0.0012000000000000001,1,1.5655025242370422
2025-04-22,2025-04-21,RealGraph,5,5,-0.0004599956572055811,-0.0016599956572055812,0.0001,0.0011,0.0012000000000000001,1,1.5629037968454644
2025-04-23,2025-04-22,RealGraph,5,5,0.021488964915275577,0.020288964915275577,0.0001,0.0011,0.0012000000000000001,1,1.594613497145613
2025-04-24,2025-04-23,RealGraph,5,5,0.01987527316808701,0.01867527316808701,0.0001,0.0011,0.0012000000000000001,1,1.6243933398023258
2025-04-25,2025-04-24,RealGraph,5,5,0.005344060838222504,0.004144060838222503,0.0001,0.0011,0.0012000000000000001,1,1.6311249246276702
2025-04-28,2025-04-25,RealGraph,5,5,0.004625693082809449,0.0034256930828094486,0.0001,0.0011,0.0012000000000000001,1,1.636712657999165
