Days,TradeDays,NoTradeDays,FinalEquity,TotalReturn,AnnReturn,AnnVol,Sharpe,MaxDrawdown,Calmar,WinRate,AvgDailyRet,StdDailyRet,AvgTradeDayRet,AvgTradeDayGrossRet,Model,K,BuyCost,SellCost,RoundtripCost,LimitThreshold,AvgHold
211,211,0,2.24087759847214,1.24087759847214,1.6212525306731194,0.1580407423854151,6.187224947200041,-0.04710775331906891,34.415832138240205,0.6113744075829384,0.003880292158965374,0.00995563098494841,0.003880292158965374,0.005080292158965374,RealGraph,5,0.0001,0.0011,0.0012000000000000001,0.09,5.0
211,211,0,1.9751720353426645,0.9751720353426645,1.2544714939423565,0.14590131901294182,5.652973473945408,-0.062344840160734716,20.121496673790677,0.5971563981042654,0.0032729217709664485,0.00919091919201295,0.0032729217709664485,0.004472921770966448,ZeroGraph,5,0.0001,0.0011,0.0012000000000000001,0.09,5.0
211,211,0,1.4838166021027264,0.48381660210272637,0.6020704018373659,0.10227786102933308,4.663197888605034,-0.0588552630746354,10.229678203351842,0.5734597156398105,0.0018926266098295678,0.006442899640743809,0.0018926266098295678,0.0030926266098295677,RealGraph,10,0.0001,0.0011,0.0012000000000000001,0.09,10.0
211,211,0,1.3726038057833503,0.3726038057833503,0.45972817575697356,0.09531917635369067,4.01876687255389,-0.04998470443666103,9.19737709623408,0.5734597156398105,0.0015201013821949606,0.006004543709699381,0.0015201013821949606,0.002720101382194961,ZeroGraph,10,0.0001,0.0011,0.0012000000000000001,0.09,10.0
