Candidate,Baseline,Comparison,N_days,N_obs_common,Mean_loss_diff,NW_SE,DM_stat,p_one_sided_greater,p_two_sided,Mean_MSE_candidate,Mean_MSE_baseline,Positive_day_ratio,Interpretation
Proposed Graph-2,ZeroGraph,Proposed Graph-2 vs ZeroGraph,211,640924,0.023562482573309926,0.006932663980428527,3.3987631074906743,0.0003384565972426312,0.0006769131944852624,1.4800259520874455,1.5035884346607553,0.7677725118483413,candidate better at 1%
Proposed Graph-2,LightGBM,Proposed Graph-2 vs LightGBM,211,640924,0.337230964921612,0.024344155531786444,13.852645842706913,0.0,0.0,1.4800259520874455,1.8172569170090573,0.995260663507109,candidate better at 1%
Proposed Graph-2,GCN-LSTM,Proposed Graph-2 vs GCN-LSTM,211,629741,0.32429129626725495,0.027794571915642937,11.667432664603913,0.0,0.0,1.4776445639443279,1.8019358602115823,0.995260663507109,candidate better at 1%
Proposed Graph-2,Transformer,Proposed Graph-2 vs Transformer,211,640924,0.36761030011459506,0.025658519825454734,14.327026758180509,0.0,0.0,1.4800259520874455,1.8476362522020406,0.995260663507109,candidate better at 1%
Proposed Graph-2,Ridge,Proposed Graph-2 vs Ridge,211,640924,0.3007016654367636,0.026872619913080337,11.189890171088084,0.0,0.0,1.4800259520874455,1.7807276175242086,0.981042654028436,candidate better at 1%
Proposed Graph-2,MLP,Proposed Graph-2 vs MLP,211,640924,0.35620628277201516,0.027873225884482534,12.779514084529442,0.0,0.0,1.4800259520874455,1.8362322348594604,0.995260663507109,candidate better at 1%
